iter	Logloss
547	0.3591820145
548	0.3589439392
549	0.358702774
550	0.3585320282
551	0.3583321381
552	0.3580995178
553	0.3578504944
554	0.3576231003
555	0.3573856354
556	0.357192688
557	0.3570359802
558	0.3568249893
559	0.3566130066
560	0.3564699936
561	0.3561963654
562	0.356084137
563	0.3558776855
564	0.3556863785
565	0.3554855728
566	0.3553418732
567	0.3551462936
568	0.3549146652
569	0.35466465
570	0.3544578552
571	0.3542324066
572	0.3540330887
573	0.3538154221
574	0.3536354446
575	0.3534615326
576	0.3531335831
577	0.3528775787
578	0.3526723862
579	0.35247612
580	0.3522357941
581	0.3519946671
582	0.3517710114
583	0.3515640259
584	0.35132164
585	0.3511781311
586	0.3509354019
587	0.3507139206
588	0.3505200958
589	0.3502821732
590	0.3500815201
591	0.3498677826
592	0.349666748
593	0.3494525909
594	0.3493519211
595	0.3491126633
596	0.348862648
597	0.3486643219
598	0.3484694672
599	0.3482033539
600	0.3480016327
601	0.3477689362
602	0.3476033401
603	0.3473605347
604	0.3471048737
605	0.3468514252
606	0.3466583252
607	0.346468811
608	0.346211853
609	0.3459870148
610	0.3458129501
611	0.3456212616
612	0.34538414
613	0.3451018906
614	0.344814415
615	0.3446150208
616	0.3444358063
617	0.3442353439
618	0.3440568542
619	0.3437706757
620	0.3434931946
621	0.3433460999
622	0.3432143402
623	0.3430083847
624	0.3427906799
625	0.3426250458
626	0.3423360825
627	0.342091713
628	0.3419563675
629	0.3417002106
630	0.3415108871
631	0.3412729645
632	0.3411503983
633	0.3409388733
634	0.3407357025
635	0.3405010986
636	0.3402504349
637	0.3400525284
638	0.3398796082
639	0.3397354507
640	0.339549942
641	0.3393663406
642	0.339209404
643	0.3389367294
644	0.3387715149
645	0.3386339569
646	0.3384239578
647	0.3382212067
648	0.3381124878
649	0.3379214478
650	0.3377118683
651	0.3375329208
652	0.3373643875
653	0.3371557999
654	0.3370174026
655	0.3367537689
656	0.3365519714
657	0.3364163208
658	0.3362654495
659	0.3360745239
660	0.3358962631
661	0.3357521057
662	0.3355466461
663	0.3354007721
664	0.3351704407
665	0.3347733307
666	0.3345446014
667	0.3342864227
668	0.334108963
669	0.3338442612
670	0.3337059021
671	0.3335345459
672	0.3333506393
673	0.3331039429
674	0.3328377914
675	0.3326603699
676	0.3325205231
677	0.3323414993
678	0.3321516037
679	0.3319709015
680	0.331816864
681	0.3316619873
682	0.3314464569
683	0.3313413239
684	0.331047287
685	0.33092453
686	0.3306324768
687	0.3304288483
688	0.3302498245
689	0.330004425
690	0.3298400497
691	0.3296585846
692	0.3295001984
693	0.3293832397
694	0.3291283417
695	0.3289851379
696	0.3287536621
697	0.3286090088
698	0.328451767
699	0.3283533478
700	0.3280719376
701	0.3278786087
702	0.3276962662
703	0.3274769592
704	0.3273225403
705	0.3271947098
706	0.3269608307
707	0.3268213654
708	0.3266602325
709	0.3265262604
710	0.3262361145
711	0.3260821533
712	0.325840683
713	0.3256854248
714	0.3255944061
715	0.3254045868
716	0.325254097
717	0.3250226212
718	0.3248324585
719	0.3246437073
720	0.3245111084
721	0.3242888641
722	0.3240934753
723	0.32395504
724	0.3238457489
725	0.3236748886
726	0.323512764
727	0.3233818054
728	0.3232146454
729	0.3230034256
730	0.3227873993
731	0.3226300812
732	0.3223841476
733	0.3222046661
734	0.3220975113
735	0.3218851852
736	0.3216851044
737	0.3214191437
738	0.3212630081
739	0.3209778976
740	0.3208021545
741	0.3205751801
742	0.3204196167
743	0.320309906
744	0.3201200104
745	0.3199725533
746	0.3197573662
747	0.3195945358
748	0.3194350815
749	0.3192464256
750	0.3191137886
751	0.3189463234
752	0.3187784195
753	0.3186060524
754	0.3184025764
755	0.3182484436
756	0.3180989456
757	0.3178413391
758	0.3177103806
759	0.3175161743
760	0.3173249817
761	0.3171415329
762	0.3169041824
763	0.3166745186
764	0.3165651894
765	0.3164514542
766	0.3163360596
767	0.3161809349
768	0.3160021591
769	0.3158306122
770	0.315642395
771	0.315512352
772	0.3153811455
773	0.3152085114
774	0.3149913216
775	0.3148236847
776	0.31461689
777	0.314381485
778	0.3142305946
779	0.3140298843
780	0.3138827515
781	0.3136756325
782	0.3135097694
783	0.3133363914
784	0.3131523895
785	0.3129355812
786	0.3128061676
787	0.3126980209
788	0.3125310516
789	0.3124028397
790	0.3123147202
791	0.3121305466
792	0.3119478416
793	0.3117340851
794	0.3116036415
795	0.311444416
796	0.3113301277
797	0.3111863708
798	0.3110710526
799	0.3108629608
800	0.3106984711
801	0.3105699921
802	0.3104253387
803	0.3102419281
804	0.31008461
805	0.3098653984
806	0.3096214867
807	0.309394989
808	0.309226265
809	0.3089913177
810	0.3088650513
811	0.3086558151
812	0.3085209274
813	0.3083714485
814	0.3082193375
815	0.3080559349
816	0.3078648567
817	0.3077206802
818	0.3074761963
819	0.3073005295
820	0.3071769714
821	0.3070497704
822	0.3068693542
823	0.3067746735
824	0.3066078949
825	0.3064934731
826	0.3062984467
827	0.3061453438
828	0.3059825134
829	0.3058033943
830	0.3056518173
831	0.305492382
832	0.3053608513
833	0.3052197456
834	0.3049908829
835	0.3048826981
836	0.3047184372
837	0.3045582581
838	0.3043840981
839	0.3041529846
840	0.3039847565
841	0.3038127899
842	0.3036697388
843	0.3034683037
844	0.3033321381
845	0.3031848145
846	0.3029629898
847	0.3027892113
848	0.3026261711
849	0.3024650383
850	0.3022881508
851	0.3021445847
852	0.3019709206
853	0.3017406654
854	0.3014943695
855	0.301269722
856	0.3010547447
857	0.3008724976
858	0.3006871223
859	0.3005154991
860	0.300368576
861	0.3002171326
862	0.3001180649
863	0.2999759483
864	0.299786644
865	0.2996346092
866	0.2994620895
867	0.299265976
868	0.2991289902
869	0.2989066124
870	0.2987317848
871	0.2986299896
872	0.2984949493
873	0.2983468819
874	0.2982182121
875	0.2980337143
876	0.2978984261
877	0.2978072166
878	0.2976306152
879	0.2975371552
880	0.2974063492
881	0.2972319412
882	0.2970215797
883	0.2968567848
884	0.296706028
885	0.2965726852
886	0.2964613152
887	0.2962816429
888	0.2961406326
889	0.2959523773
890	0.2958050156
891	0.2956319809
892	0.295528717
893	0.2953652763
894	0.2951844788
895	0.2950253296
896	0.2947961426
897	0.2945916367
898	0.294498558
899	0.2944116402
900	0.2941949081
901	0.2940484619
902	0.2939070129
903	0.2937213135
904	0.2935417747
905	0.2934019089
906	0.2931791878
907	0.2930644798
908	0.2929447556
909	0.2928594971
910	0.2926996613
911	0.2925603485
912	0.2924177742
913	0.2923252869
914	0.2921675873
915	0.2919465446
916	0.291839447
917	0.2917536163
918	0.2915229225
919	0.2912984848
920	0.2912199402
921	0.2911008835
922	0.2909276199
923	0.2907557678
924	0.290644722
925	0.2904688644
926	0.290334053
927	0.2901417542
928	0.2900188065
929	0.2898590851
930	0.2897407532
931	0.2895493126
932	0.2893488503
933	0.2892279434
934	0.2890107346
935	0.2888513947
936	0.2886911583
937	0.2885630035
938	0.2884167099
939	0.2882464027
940	0.2881263351
941	0.2879525757
942	0.2877174759
943	0.2875840569
944	0.287418766
945	0.2872825623
946	0.2871290207
947	0.2870312119
948	0.2868269348
949	0.286697464
950	0.2865565109
951	0.2864609528
952	0.2862005615
953	0.2860225677
954	0.2858998108
955	0.2857904053
956	0.2856271362
957	0.2855020332
958	0.2854079819
959	0.2852564621
960	0.2851190948
961	0.2850262451
962	0.2849055099
963	0.2847865105
964	0.2845983696
965	0.2844760513
966	0.2843115234
967	0.2841426468
968	0.2840490913
969	0.2838783646
970	0.2837373161
971	0.2835942459
972	0.2833872604
973	0.2832543945
974	0.2830153275
975	0.2829211044
976	0.2826862335
977	0.2825122833
978	0.2823989105
979	0.2822366714
980	0.2820777893
981	0.2819403839
982	0.2818130112
983	0.2816627884
984	0.2814794922
985	0.2813656235
986	0.2812048149
987	0.2810654449
988	0.280973587
989	0.2807587433
990	0.280652771
991	0.2804961777
992	0.2803518295
993	0.280213356
994	0.2800580597
995	0.2799252319
996	0.279844799
997	0.2797298241
998	0.2795849991
999	0.27941082
